"ID";"Vermogensklassen";"KenmerkenVanHetHuishouden";"Perioden";"Aantal_1";"AantalPersonen_2";"Totaal_3";"Gemiddeld_4";"k_50ePercentielMediaan_5"
"17754";"6028";" 211";"2008JJ00";"35";"2";"1.6";"45";"44"
"17755";"6028";" 211";"2009JJ00";"37";"2";"1.7";"45";"44"
"17756";"6028";" 211";"2010JJ00";"37";"2.1";"1.7";"45";"45"
"17757";"6028";" 211";"2011XX00";"36";"2.2";"1.6";"45";"45"
"17758";"6028";" 211";"2011JJ00";"37";"2.1";"1.7";"45";"45"
"17759";"6028";" 211";"2012JJ00";"35";"2.1";"1.6";"45";"45"
"17760";"6028";" 212";"2006JJ00";"52";"2.3";"2.3";"45";"44"
"17761";"6028";" 212";"2007JJ00";"53";"2.3";"2.4";"44";"44"
"17762";"6028";" 212";"2008JJ00";"54";"2.3";"2.4";"45";"45"
"17763";"6028";" 212";"2009JJ00";"53";"2.4";"2.4";"45";"45"
"17764";"6028";" 212";"2010JJ00";"54";"2.3";"2.4";"45";"45"
"17765";"6028";" 212";"2011XX00";"53";"2.3";"2.4";"45";"45"
"17766";"6028";" 212";"2011JJ00";"52";"2.3";"2.3";"45";"45"
"17767";"6028";" 212";"2012JJ00";"49";"2.3";"2.2";"45";"45"
"17768";"6028";" 213";"2006JJ00";"36";"2.4";"1.6";"45";"44"
"17769";"6028";" 213";"2007JJ00";"31";"2.5";"1.4";"45";"44"
"17770";"6028";" 213";"2008JJ00";"32";"2.5";"1.5";"45";"45"
"17771";"6028";" 213";"2009JJ00";"32";"2.5";"1.5";"45";"45"
"17772";"6028";" 213";"2010JJ00";"35";"2.4";"1.6";"44";"44"
"17773";"6028";" 213";"2011XX00";"36";"2.5";"1.6";"45";"45"
"17774";"6028";" 213";"2011JJ00";"33";"2.4";"1.5";"45";"45"
"17775";"6028";" 213";"2012JJ00";"33";"2.4";"1.5";"45";"45"
"17776";"6028";" 214";"2006JJ00";"29";"2.5";"1.3";"44";"44"
"17777";"6028";" 214";"2007JJ00";"33";"2.3";"1.5";"45";"44"
"17778";"6028";" 214";"2008JJ00";"31";"2.4";"1.4";"44";"44"
"17779";"6028";" 214";"2009JJ00";"34";"2.4";"1.5";"45";"44"
"17780";"6028";" 214";"2010JJ00";"33";"2.5";"1.5";"45";"45"
"17781";"6028";" 214";"2011XX00";"36";"2.4";"1.6";"45";"45"
"17782";"6028";" 214";"2011JJ00";"36";"2.4";"1.6";"45";"45"
"17783";"6028";" 214";"2012JJ00";"32";"2.4";"1.4";"45";"45"
"17784";"6028";" 215";"2006JJ00";"19";;;;
"17785";"6028";" 215";"2007JJ00";"19";;;;
"17786";"6028";" 215";"2008JJ00";"18";;;;
"17787";"6028";" 215";"2009JJ00";"18";;;;
"17788";"6028";" 215";"2010JJ00";"18";;;;
"17789";"6028";" 215";"2011XX00";"17";;;;
"17790";"6028";" 215";"2011JJ00";"17";;;;
"17791";"6028";" 215";"2012JJ00";"16";;;;
"17792";"6028";"6221";"2006JJ00";"19";;;;
"17793";"6028";"6221";"2007JJ00";"20";;;;
"17794";"6028";"6221";"2008JJ00";"17";;;;
"17795";"6028";"6221";"2009JJ00";"19";;;;
"17796";"6028";"6221";"2010JJ00";"19";;;;
"17797";"6028";"6221";"2011XX00";"20";"2.5";"0.9";"45";"45"
"17798";"6028";"6221";"2011JJ00";"20";;;;
"17799";"6028";"6221";"2012JJ00";"18";;;;
"17800";"6028";"6222";"2006JJ00";"34";"2.4";"1.5";"45";"44"
"17801";"6028";"6222";"2007JJ00";"33";"2.4";"1.5";"44";"44"
"17802";"6028";"6222";"2008JJ00";"36";"2.4";"1.6";"45";"45"
"17803";"6028";"6222";"2009JJ00";"36";"2.3";"1.6";"45";"45"
"17804";"6028";"6222";"2010JJ00";"34";"2.5";"1.5";"45";"45"
"17805";"6028";"6222";"2011XX00";"37";"2.5";"1.7";"45";"45"
"17806";"6028";"6222";"2011JJ00";"35";"2.4";"1.6";"45";"45"
"17807";"6028";"6222";"2012JJ00";"33";"2.5";"1.5";"45";"45"
"17808";"6028";"6223";"2006JJ00";"85";"2.3";"3.8";"45";"44"
"17809";"6028";"6223";"2007JJ00";"82";"2.2";"3.6";"44";"44"
"17810";"6028";"6223";"2008JJ00";"84";"2.2";"3.8";"45";"44"
"17811";"6028";"6223";"2009JJ00";"87";"2.3";"3.9";"45";"44"
"17812";"6028";"6223";"2010JJ00";"89";"2.3";"4";"45";"45"
"17813";"6028";"6223";"2011XX00";"87";"2.3";"3.9";"45";"45"
"17814";"6028";"6223";"2011JJ00";"86";"2.3";"3.9";"45";"45"
"17815";"6028";"6223";"2012JJ00";"80";"2.3";"3.6";"45";"45"
"17816";"6028";"6224";"2006JJ00";"32";"2.5";"1.4";"45";"44"
"17817";"6028";"6224";"2007JJ00";"35";"2.3";"1.6";"45";"44"
"17818";"6028";"6224";"2008JJ00";"34";"2.3";"1.5";"45";"44"
"17819";"6028";"6224";"2009JJ00";"33";"2.3";"1.5";"45";"45"
"17820";"6028";"6224";"2010JJ00";"35";"2.4";"1.6";"45";"45"
"17821";"6028";"6224";"2011XX00";"35";"2.4";"1.6";"45";"45"
"17822";"6028";"6224";"2011JJ00";"35";"2.3";"1.6";"45";"45"
"17823";"6028";"6224";"2012JJ00";"34";"2.3";"1.5";"45";"45"
"17824";"6028";"6231";"2006JJ00";"6";;;;
"17825";"6028";"6231";"2007JJ00";"7";;;;
"17826";"6028";"6231";"2008JJ00";"6";;;;
"17827";"6028";"6231";"2009JJ00";"7";;;;
"17828";"6028";"6231";"2010JJ00";"6";;;;
"17829";"6028";"6231";"2011XX00";"7";;;;
"17830";"6028";"6231";"2011JJ00";"7";;;;
"17831";"6028";"6231";"2012JJ00";"6";;;;
"17832";"6028";"6232";"2006JJ00";"8";;;;
"17833";"6028";"6232";"2007JJ00";"8";;;;
"17834";"6028";"6232";"2008JJ00";"6";;;;
"17835";"6028";"6232";"2009JJ00";"7";;;;
"17836";"6028";"6232";"2010JJ00";"8";;;;
"17837";"6028";"6232";"2011XX00";"8";;;;
"17838";"6028";"6232";"2011JJ00";"7";;;;
"17839";"6028";"6232";"2012JJ00";"7";;;;
"17840";"6028";"6233";"2006JJ00";"5";;;;
"17841";"6028";"6233";"2007JJ00";"4";;;;
"17842";"6028";"6233";"2008JJ00";"5";;;;
"17843";"6028";"6233";"2009JJ00";"6";;;;
"17844";"6028";"6233";"2010JJ00";"5";;;;
"17845";"6028";"6233";"2011XX00";"5";;;;
"17846";"6028";"6233";"2011JJ00";"5";;;;
"17847";"6028";"6233";"2012JJ00";"5";;;;
"17848";"6028";"6234";"2006JJ00";"9";;;;
"17849";"6028";"6234";"2007JJ00";"10";;;;
"17850";"6028";"6234";"2008JJ00";"12";;;;
"17851";"6028";"6234";"2009JJ00";"11";;;;
"17852";"6028";"6234";"2010JJ00";"11";;;;
"17853";"6028";"6234";"2011XX00";"11";;;;
"17854";"6028";"6234";"2011JJ00";"11";;;;
"17855";"6028";"6234";"2012JJ00";"11";;;;
"17856";"6028";"6235";"2006JJ00";"6";;;;
"17857";"6028";"6235";"2007JJ00";"5";;;;
"17858";"6028";"6235";"2008JJ00";"5";;;;
"17859";"6028";"6235";"2009JJ00";"5";;;;
"17860";"6028";"6235";"2010JJ00";"5";;;;
"17861";"6028";"6235";"2011XX00";"5";;;;
"17862";"6028";"6235";"2011JJ00";"4";;;;
"17863";"6028";"6235";"2012JJ00";"4";;;;
"17864";"6028";"6236";"2006JJ00";"19";;;;
"17865";"6028";"6236";"2007JJ00";"18";;;;
"17866";"6028";"6236";"2008JJ00";"20";;;;
"17867";"6028";"6236";"2009JJ00";"20";;;;
"17868";"6028";"6236";"2010JJ00";"18";;;;
"17869";"6028";"6236";"2011XX00";"20";"2.5";"0.9";"45";"45"
"17870";"6028";"6236";"2011JJ00";"19";;;;
"17871";"6028";"6236";"2012JJ00";"18";;;;
"17872";"6028";"6237";"2006JJ00";"13";;;;
"17873";"6028";"6237";"2007JJ00";"13";;;;
"17874";"6028";"6237";"2008JJ00";"14";;;;
"17875";"6028";"6237";"2009JJ00";"14";;;;
"17876";"6028";"6237";"2010JJ00";"16";;;;
"17877";"6028";"6237";"2011XX00";"14";;;;
"17878";"6028";"6237";"2011JJ00";"12";;;;
"17879";"6028";"6237";"2012JJ00";"12";;;;
"17880";"6028";"6238";"2006JJ00";"27";"2.2";"1.2";"45";"44"
"17881";"6028";"6238";"2007JJ00";"27";"2.2";"1.2";"44";"44"
"17882";"6028";"6238";"2008JJ00";"27";"2.2";"1.2";"45";"45"
"17883";"6028";"6238";"2009JJ00";"28";"2.2";"1.2";"45";"44"
"17884";"6028";"6238";"2010JJ00";"26";"2.2";"1.1";"45";"45"
"17885";"6028";"6238";"2011XX00";"28";"2.3";"1.3";"45";"45"
"17886";"6028";"6238";"2011JJ00";"29";"2.2";"1.3";"45";"45"
"17887";"6028";"6238";"2012JJ00";"27";"2.2";"1.2";"45";"45"
"17888";"6028";"6239";"2006JJ00";"38";"2.4";"1.7";"45";"45"
"17889";"6028";"6239";"2007JJ00";"37";"2.3";"1.6";"44";"44"
"17890";"6028";"6239";"2008JJ00";"39";"2.2";"1.8";"45";"44"
"17891";"6028";"6239";"2009JJ00";"40";"2.3";"1.8";"45";"44"
"17892";"6028";"6239";"2010JJ00";"42";"2.3";"1.9";"45";"45"
"17893";"6028";"6239";"2011XX00";"40";"2.3";"1.8";"45";"45"
"17894";"6028";"6239";"2011JJ00";"40";"2.3";"1.8";"45";"45"
"17895";"6028";"6239";"2012JJ00";"37";"2.3";"1.7";"45";"45"
"17896";"6028";"6240";"2006JJ00";"6";;;;
"17897";"6028";"6240";"2007JJ00";"5";;;;
"17898";"6028";"6240";"2008JJ00";"4";;;;
"17899";"6028";"6240";"2009JJ00";"5";;;;
"17900";"6028";"6240";"2010JJ00";"5";;;;
"17901";"6028";"6240";"2011XX00";"4";;;;
"17902";"6028";"6240";"2011JJ00";"4";;;;
"17903";"6028";"6240";"2012JJ00";"4";;;;
"17904";"6028";"6241";"2006JJ00";"22";"2.4";"1";"45";"44"
"17905";"6028";"6241";"2007JJ00";"23";"2.3";"1";"44";"44"
"17906";"6028";"6241";"2008JJ00";"23";"2.4";"1";"45";"44"
"17907";"6028";"6241";"2009JJ00";"23";"2.3";"1";"45";"44"
"17908";"6028";"6241";"2010JJ00";"25";"2.3";"1.1";"45";"45"
"17909";"6028";"6241";"2011XX00";"24";"2.4";"1.1";"45";"45"
"17910";"6028";"6241";"2011JJ00";"24";"2.3";"1.1";"45";"45"
"17911";"6028";"6241";"2012JJ00";"23";"2.3";"1";"45";"45"
"17912";"6028";"6242";"2006JJ00";"11";;;;
"17913";"6028";"6242";"2007JJ00";"13";;;;
"17914";"6028";"6242";"2008JJ00";"12";;;;
"17915";"6028";"6242";"2009JJ00";"10";;;;
"17916";"6028";"6242";"2010JJ00";"10";;;;
"17917";"6028";"6242";"2011XX00";"12";;;;
"17918";"6028";"6242";"2011JJ00";"12";;;;
"17919";"6028";"6242";"2012JJ00";"11";;;;
"17920";"6029";"   1";"2006JJ00";"133";"2.5";"7.3";"55";"55"
"17921";"6029";"   1";"2007JJ00";"132";"2.4";"7.3";"55";"55"
"17922";"6029";"   1";"2008JJ00";"134";"2.4";"7.4";"55";"55"
"17923";"6029";"   1";"2009JJ00";"135";"2.4";"7.5";"55";"55"
"17924";"6029";"   1";"2010JJ00";"138";"2.4";"7.6";"55";"55"
"17925";"6029";"   1";"2011XX00";"135";"2.4";"7.4";"55";"55"
"17926";"6029";"   1";"2011JJ00";"133";"2.4";"7.3";"55";"55"
"17927";"6029";"   1";"2012JJ00";"140";"2.4";"7.7";"55";"55"
"17928";"6029";"  22";"2006JJ00";"38";"1";"2.1";"55";"55"
"17929";"6029";"  22";"2007JJ00";"40";"1";"2.2";"55";"55"
"17930";"6029";"  22";"2008JJ00";"41";"1";"2.2";"55";"55"
"17931";"6029";"  22";"2009JJ00";"40";"1";"2.2";"55";"55"
"17932";"6029";"  22";"2010JJ00";"46";"1";"2.5";"55";"55"
"17933";"6029";"  22";"2011XX00";"41";"1";"2.2";"55";"55"
"17934";"6029";"  22";"2011JJ00";"41";"1";"2.2";"55";"55"
"17935";"6029";"  22";"2012JJ00";"42";"1";"2.3";"55";"55"
"17936";"6029";"  23";"2006JJ00";"19";;;;
"17937";"6029";"  23";"2007JJ00";"17";;;;
"17938";"6029";"  23";"2008JJ00";"19";;;;
"17939";"6029";"  23";"2009JJ00";"19";;;;
"17940";"6029";"  23";"2010JJ00";"24";"1";"1.3";"55";"55"
"17941";"6029";"  23";"2011XX00";"19";;;;
"17942";"6029";"  23";"2011JJ00";"19";;;;
"17943";"6029";"  23";"2012JJ00";"20";"1";"1.1";"55";"55"
"17944";"6029";"  24";"2006JJ00";"16";;;;
"17945";"6029";"  24";"2007JJ00";"15";;;;
"17946";"6029";"  24";"2008JJ00";"16";;;;
"17947";"6029";"  24";"2009JJ00";"17";;;;
"17948";"6029";"  24";"2010JJ00";"21";"1";"1.1";"55";"55"
"17949";"6029";"  24";"2011XX00";"16";;;;
"17950";"6029";"  24";"2011JJ00";"16";;;;
"17951";"6029";"  24";"2012JJ00";"16";;;;
"17952";"6029";"  25";"2006JJ00";"3";;;;
"17953";"6029";"  25";"2007JJ00";"2";;;;
"17954";"6029";"  25";"2008JJ00";"3";;;;
"17955";"6029";"  25";"2009JJ00";"2";;;;
"17956";"6029";"  25";"2010JJ00";"3";;;;
"17957";"6029";"  25";"2011XX00";"3";;;;
"17958";"6029";"  25";"2011JJ00";"4";;;;
"17959";"6029";"  25";"2012JJ00";"4";;;;
"17960";"6029";"  26";"2006JJ00";"18";;;;
"17961";"6029";"  26";"2007JJ00";"22";"1";"1.2";"55";"55"
"17962";"6029";"  26";"2008JJ00";"22";"1";"1.2";"55";"56"
"17963";"6029";"  26";"2009JJ00";"21";"1";"1.2";"55";"55"
"17964";"6029";"  26";"2010JJ00";"22";"1";"1.2";"55";"54"
"17965";"6029";"  26";"2011XX00";"22";"1";"1.2";"54";"55"
"17966";"6029";"  26";"2011JJ00";"21";"1";"1.2";"55";"55"
"17967";"6029";"  26";"2012JJ00";"22";"1";"1.2";"55";"55"
"17968";"6029";"  27";"2006JJ00";"10";;;;
"17969";"6029";"  27";"2007JJ00";"14";;;;
"17970";"6029";"  27";"2008JJ00";"13";;;;
"17971";"6029";"  27";"2009JJ00";"13";;;;
"17972";"6029";"  27";"2010JJ00";"13";;;;
"17973";"6029";"  27";"2011XX00";"12";;;;
"17974";"6029";"  27";"2011JJ00";"11";;;;
"17975";"6029";"  27";"2012JJ00";"12";;;;
"17976";"6029";"  28";"2006JJ00";"8";;;;
"17977";"6029";"  28";"2007JJ00";"9";;;;
"17978";"6029";"  28";"2008JJ00";"9";;;;
"17979";"6029";"  28";"2009JJ00";"9";;;;
"17980";"6029";"  28";"2010JJ00";"9";;;;
"17981";"6029";"  28";"2011XX00";"10";;;;
"17982";"6029";"  28";"2011JJ00";"10";;;;
"17983";"6029";"  28";"2012JJ00";"10";;;;
"17984";"6029";"  29";"2006JJ00";"96";"3";"5.3";"55";"55"
"17985";"6029";"  29";"2007JJ00";"93";"3.1";"5.1";"55";"55"
"17986";"6029";"  29";"2008JJ00";"94";"3.1";"5.1";"55";"55"
"17987";"6029";"  29";"2009JJ00";"95";"3";"5.2";"55";"55"
"17988";"6029";"  29";"2010JJ00";"92";"3";"5";"55";"55"
"17989";"6029";"  29";"2011XX00";"94";"3";"5.2";"55";"55"
"17990";"6029";"  29";"2011JJ00";"93";"3";"5.1";"55";"55"
"17991";"6029";"  29";"2012JJ00";"98";"3";"5.4";"55";"55"
"17992";"6029";"  30";"2006JJ00";"88";"3";"4.8";"55";"55"
"17993";"6029";"  30";"2007JJ00";"83";"3.1";"4.6";"55";"55"
"17994";"6029";"  30";"2008JJ00";"84";"3.1";"4.6";"55";"55"
"17995";"6029";"  30";"2009JJ00";"85";"3";"4.7";"55";"55"
"17996";"6029";"  30";"2010JJ00";"81";"3";"4.5";"55";"55"
"17997";"6029";"  30";"2011XX00";"84";"3.1";"4.6";"55";"55"
"17998";"6029";"  30";"2011JJ00";"83";"3.1";"4.5";"55";"55"
"17999";"6029";"  30";"2012JJ00";"88";"3";"4.8";"55";"55"
"18000";"6029";"  31";"2006JJ00";"38";"2";"2.1";"55";"55"
"18001";"6029";"  31";"2007JJ00";"35";"2";"1.9";"55";"54"
"18002";"6029";"  31";"2008JJ00";"36";"2";"2";"55";"55"
"18003";"6029";"  31";"2009JJ00";"37";"2";"2";"55";"55"
"18004";"6029";"  31";"2010JJ00";"36";"2";"2";"55";"55"
"18005";"6029";"  31";"2011XX00";"37";"2";"2";"55";"55"
"18006";"6029";"  31";"2011JJ00";"36";"2";"2";"55";"55"
"18007";"6029";"  31";"2012JJ00";"41";"2";"2.3";"55";"55"
"18008";"6029";"  32";"2006JJ00";"29";"2";"1.6";"55";"55"
"18009";"6029";"  32";"2007JJ00";"27";"2";"1.5";"55";"54"
"18010";"6029";"  32";"2008JJ00";"27";"2";"1.5";"55";"55"
"18011";"6029";"  32";"2009JJ00";"27";"2";"1.5";"55";"55"
"18012";"6029";"  32";"2010JJ00";"26";"2";"1.4";"55";"55"
"18013";"6029";"  32";"2011XX00";"27";"2";"1.5";"55";"55"
"18014";"6029";"  32";"2011JJ00";"26";"2";"1.4";"55";"55"
"18015";"6029";"  32";"2012JJ00";"26";"2";"1.4";"55";"55"
"18016";"6029";"  33";"2006JJ00";"9";;;;
"18017";"6029";"  33";"2007JJ00";"8";;;;
"18018";"6029";"  33";"2008JJ00";"9";;;;
"18019";"6029";"  33";"2009JJ00";"10";;;;
"18020";"6029";"  33";"2010JJ00";"10";;;;
"18021";"6029";"  33";"2011XX00";"10";;;;
"18022";"6029";"  33";"2011JJ00";"10";;;;
"18023";"6029";"  33";"2012JJ00";"15";;;;
"18024";"6029";"  34";"2006JJ00";"38";"3.9";"2.1";"55";"55"
"18025";"6029";"  34";"2007JJ00";"37";"3.8";"2.1";"55";"55"
"18026";"6029";"  34";"2008JJ00";"37";"3.9";"2";"55";"55"
"18027";"6029";"  34";"2009JJ00";"38";"3.9";"2.1";"55";"55"
"18028";"6029";"  34";"2010JJ00";"34";"3.9";"1.9";"55";"55"
"18029";"6029";"  34";"2011XX00";"35";"3.9";"1.9";"55";"55"
"18030";"6029";"  34";"2011JJ00";"34";"3.9";"1.9";"55";"55"
"18031";"6029";"  34";"2012JJ00";"33";"3.9";"1.8";"55";"55"
"18032";"6029";"  35";"2006JJ00";"12";;;;
"18033";"6029";"  35";"2007JJ00";"11";;;;
"18034";"6029";"  35";"2008JJ00";"11";;;;
"18035";"6029";"  35";"2009JJ00";"11";;;;
"18036";"6029";"  35";"2010JJ00";"11";;;;
"18037";"6029";"  35";"2011XX00";"12";;;;
"18038";"6029";"  35";"2011JJ00";"13";;;;
"18039";"6029";"  35";"2012JJ00";"13";;;;
"18040";"6029";"  36";"2006JJ00";"6";;;;
"18041";"6029";"  36";"2007JJ00";"6";;;;
"18042";"6029";"  36";"2008JJ00";"6";;;;
"18043";"6029";"  36";"2009JJ00";"6";;;;
"18044";"6029";"  36";"2010JJ00";"7";;;;
"18045";"6029";"  36";"2011XX00";"8";;;;
"18046";"6029";"  36";"2011JJ00";"8";;;;
"18047";"6029";"  36";"2012JJ00";"8";;;;
"18048";"6029";"  37";"2006JJ00";"3";;;;
"18049";"6029";"  37";"2007JJ00";"3";;;;
"18050";"6029";"  37";"2008JJ00";"4";;;;
"18051";"6029";"  37";"2009JJ00";"4";;;;
"18052";"6029";"  37";"2010JJ00";"4";;;;
"18053";"6029";"  37";"2011XX00";"4";;;;
"18054";"6029";"  37";"2011JJ00";"4";;;;
"18055";"6029";"  37";"2012JJ00";"4";;;;
"18056";"6029";"  38";"2006JJ00";"3";;;;
"18057";"6029";"  38";"2007JJ00";"3";;;;
"18058";"6029";"  38";"2008JJ00";"2";;;;
"18059";"6029";"  38";"2009JJ00";"2";;;;
"18060";"6029";"  38";"2010JJ00";"3";;;;
"18061";"6029";"  38";"2011XX00";"4";;;;
"18062";"6029";"  38";"2011JJ00";"4";;;;
"18063";"6029";"  38";"2012JJ00";"4";;;;
"18064";"6029";"  39";"2006JJ00";"2";;;;
"18065";"6029";"  39";"2007JJ00";"3";;;;
"18066";"6029";"  39";"2008JJ00";"4";;;;
"18067";"6029";"  39";"2009JJ00";"4";;;;
"18068";"6029";"  39";"2010JJ00";"3";;;;
"18069";"6029";"  39";"2011XX00";"2";;;;
"18070";"6029";"  39";"2011JJ00";"2";;;;
"18071";"6029";"  39";"2012JJ00";"2";;;;
"18072";"6029";"  42";"2006JJ00";"22";"1.6";"1.2";"55";"55"
"18073";"6029";"  42";"2007JJ00";"22";"1.6";"1.2";"55";"55"
"18074";"6029";"  42";"2008JJ00";"24";"1.6";"1.3";"55";"55"
"18075";"6029";"  42";"2009JJ00";"23";"1.6";"1.2";"55";"55"
"18076";"6029";"  42";"2010JJ00";"24";"1.6";"1.3";"55";"55"
"18077";"6029";"  42";"2011XX00";"25";"1.6";"1.4";"55";"55"
"18078";"6029";"  42";"2011JJ00";"26";"1.6";"1.4";"55";"55"
"18079";"6029";"  42";"2012JJ00";"33";"1.7";"1.8";"55";"55"
"18080";"6029";"  43";"2006JJ00";"11";;;;
"18081";"6029";"  43";"2007JJ00";"11";;;;
"18082";"6029";"  43";"2008JJ00";"13";;;;
"18083";"6029";"  43";"2009JJ00";"11";;;;
"18084";"6029";"  43";"2010JJ00";"12";;;;
"18085";"6029";"  43";"2011XX00";"13";;;;
"18086";"6029";"  43";"2011JJ00";"13";;;;
"18087";"6029";"  43";"2012JJ00";"14";;;;
"18088";"6029";"  44";"2006JJ00";"3";;;;
"18089";"6029";"  44";"2007JJ00";"2";;;;
"18090";"6029";"  44";"2008JJ00";"3";;;;
"18091";"6029";"  44";"2009JJ00";"2";;;;
"18092";"6029";"  44";"2010JJ00";"3";;;;
"18093";"6029";"  44";"2011XX00";"3";;;;
"18094";"6029";"  44";"2011JJ00";"4";;;;
"18095";"6029";"  44";"2012JJ00";"4";;;;
"18096";"6029";"  45";"2006JJ00";"8";;;;
"18097";"6029";"  45";"2007JJ00";"9";;;;
"18098";"6029";"  45";"2008JJ00";"9";;;;
"18099";"6029";"  45";"2009JJ00";"9";;;;
"18100";"6029";"  45";"2010JJ00";"9";;;;
"18101";"6029";"  45";"2011XX00";"10";;;;
"18102";"6029";"  45";"2011JJ00";"10";;;;
"18103";"6029";"  45";"2012JJ00";"10";;;;
"18104";"6029";"  46";"2006JJ00";"10";;;;
"18105";"6029";"  46";"2007JJ00";"10";;;;
"18106";"6029";"  46";"2008JJ00";"10";;;;
"18107";"6029";"  46";"2009JJ00";"10";;;;
"18108";"6029";"  46";"2010JJ00";"11";;;;
"18109";"6029";"  46";"2011XX00";"11";;;;
"18110";"6029";"  46";"2011JJ00";"11";;;;
"18111";"6029";"  46";"2012JJ00";"17";;;;
"18112";"6029";"  47";"2006JJ00";"7";;;;
"18113";"6029";"  47";"2007JJ00";"7";;;;
"18114";"6029";"  47";"2008JJ00";"7";;;;
"18115";"6029";"  47";"2009JJ00";"8";;;;
"18116";"6029";"  47";"2010JJ00";"8";;;;
"18117";"6029";"  47";"2011XX00";"8";;;;
"18118";"6029";"  47";"2011JJ00";"8";;;;
"18119";"6029";"  47";"2012JJ00";"13";;;;
"18120";"6029";"  48";"2006JJ00";"3";;;;
"18121";"6029";"  48";"2007JJ00";"3";;;;
"18122";"6029";"  48";"2008JJ00";"2";;;;
"18123";"6029";"  48";"2009JJ00";"3";;;;
"18124";"6029";"  48";"2010JJ00";"3";;;;
"18125";"6029";"  48";"2011XX00";"3";;;;
"18126";"6029";"  48";"2011JJ00";"3";;;;
"18127";"6029";"  48";"2012JJ00";"4";;;;
"18128";"6029";"  49";"2006JJ00";"2";;;;
"18129";"6029";"  49";"2007JJ00";"2";;;;
"18130";"6029";"  49";"2008JJ00";"2";;;;
"18131";"6029";"  49";"2009JJ00";"1";;;;
"18132";"6029";"  49";"2010JJ00";"1";;;;
"18133";"6029";"  49";"2011XX00";"2";;;;
"18134";"6029";"  49";"2011JJ00";"2";;;;
"18135";"6029";"  49";"2012JJ00";"2";;;;
"18136";"6029";"  50";"2006JJ00";"111";"2.6";"6.1";"55";"55"
"18137";"6029";"  50";"2007JJ00";"110";"2.6";"6.1";"55";"55"
"18138";"6029";"  50";"2008JJ00";"110";"2.6";"6.1";"55";"55"
"18139";"6029";"  50";"2009JJ00";"113";"2.6";"6.2";"55";"55"
"18140";"6029";"  50";"2010JJ00";"113";"2.5";"6.2";"55";"55"
"18141";"6029";"  50";"2011XX00";"110";"2.6";"6";"55";"55"
"18142";"6029";"  50";"2011JJ00";"107";"2.6";"5.9";"55";"55"
"18143";"6029";"  50";"2012JJ00";"107";"2.6";"5.9";"55";"55"
"18144";"6029";"6061";"2006JJ00";"6";;;;
"18145";"6029";"6061";"2007JJ00";"7";;;;
"18146";"6029";"6061";"2008JJ00";"5";;;;
"18147";"6029";"6061";"2009JJ00";"5";;;;
"18148";"6029";"6061";"2010JJ00";"6";;;;
"18149";"6029";"6061";"2011XX00";"7";;;;
"18150";"6029";"6061";"2011JJ00";"6";;;;
"18151";"6029";"6061";"2012JJ00";"6";;;;
"18152";"6029";"6062";"2006JJ00";"6";;;;
"18153";"6029";"6062";"2007JJ00";"8";;;;
"18154";"6029";"6062";"2008JJ00";"9";;;;
"18155";"6029";"6062";"2009JJ00";"8";;;;
"18156";"6029";"6062";"2010JJ00";"10";;;;
"18157";"6029";"6062";"2011XX00";"6";;;;
"18158";"6029";"6062";"2011JJ00";"8";;;;
"18159";"6029";"6062";"2012JJ00";"8";;;;
"18160";"6029";"6063";"2006JJ00";"11";;;;
"18161";"6029";"6063";"2007JJ00";"11";;;;
"18162";"6029";"6063";"2008JJ00";"12";;;;
"18163";"6029";"6063";"2009JJ00";"9";;;;
"18164";"6029";"6063";"2010JJ00";"12";;;;
"18165";"6029";"6063";"2011XX00";"13";;;;
"18166";"6029";"6063";"2011JJ00";"11";;;;
"18167";"6029";"6063";"2012JJ00";"11";;;;
"18168";"6029";"6064";"2006JJ00";"13";;;;
"18169";"6029";"6064";"2007JJ00";"15";;;;
"18170";"6029";"6064";"2008JJ00";"13";;;;
"18171";"6029";"6064";"2009JJ00";"15";;;;
"18172";"6029";"6064";"2010JJ00";"15";;;;
"18173";"6029";"6064";"2011XX00";"15";;;;
"18174";"6029";"6064";"2011JJ00";"13";;;;
"18175";"6029";"6064";"2012JJ00";"15";;;;
"18176";"6029";"6065";"2006JJ00";"16";;;;
"18177";"6029";"6065";"2007JJ00";"15";;;;
"18178";"6029";"6065";"2008JJ00";"15";;;;
"18179";"6029";"6065";"2009JJ00";"17";;;;
"18180";"6029";"6065";"2010JJ00";"15";;;;
"18181";"6029";"6065";"2011XX00";"14";;;;
"18182";"6029";"6065";"2011JJ00";"15";;;;
"18183";"6029";"6065";"2012JJ00";"17";;;;
"18184";"6029";"6066";"2006JJ00";"19";;;;
"18185";"6029";"6066";"2007JJ00";"18";;;;
"18186";"6029";"6066";"2008JJ00";"19";;;;
"18187";"6029";"6066";"2009JJ00";"17";;;;
"18188";"6029";"6066";"2010JJ00";"17";;;;
"18189";"6029";"6066";"2011XX00";"18";;;;
"18190";"6029";"6066";"2011JJ00";"16";;;;
"18191";"6029";"6066";"2012JJ00";"17";;;;
"18192";"6029";"6067";"2006JJ00";"20";;;;
"18193";"6029";"6067";"2007JJ00";"18";;;;
"18194";"6029";"6067";"2008JJ00";"18";;;;
"18195";"6029";"6067";"2009JJ00";"19";;;;
"18196";"6029";"6067";"2010JJ00";"18";;;;
